date,language,type,title,by,overall,quality,repeatability
05-May-06,English,video,Lois & Clark S1E16 The Ides of Metropolis,"Dean Cain, Teri Hatcher",3,3,2
05-May-06,English,video,Lois & Clark S1E13 All Shook Up,"Dean Cain, Teri Hatcher",3,3,2
05-May-06,English,video,Lois & Clark S1E12 Honeymoon in Metropolis,"Dean Cain, Teri Hatcher",3,3,2
05-May-06,English,video,"Lois & Clark S1E11 Pheromone, My Lovely","Dean Cain, Teri Hatcher",3,3,2
05-May-06,English,video,Lois & Clark S1E03 Strange Visitor,"Dean Cain, Teri Hatcher",3,3,2
03-May-06,Tamil,movie,Kalaba Kadalan,"Arya, Renuka Menon",4,4,1
03-May-06,English,movie,Kill Bill: Vol. 2,"Quentin Tarantino, Uma Thurman",4,4,2
03-May-06,English,movie,Kill Bill: Vol. 1,"Quentin Tarantino, Uma Thurman",5,5,2
03-May-06,English,video,Superman at Umich,,3,3,2
01-May-06,English,movie,It Happened One Night,Clark Gable,4,4,3
01-May-06,English,movie,The Sting,"Paul Newman, Robert Redford",4,5,1
01-May-06,English,movie,A Fish Called Wanda,"John Cleese, Jamie Lee Curtis, Kevin Kline",3,3,1
01-May-06,Tamil,movie,Thirupathi,"Ajit, Sada",1,2,1
30-Apr-06,English,video,The banana proves God,,3,3,2
30-Apr-06,Tamil,movie,Dishoom,"Jeeva, Sandhya",2,3,1
29-Apr-06,English,movie,How to Steal a Million,"Peter O Toole, Audrey Hepburn",4,4,3
29-Apr-06,English,movie,The Absent Minded Professor,Robert Stevenson,3,3,2
28-Apr-06,Tamil,movie,Thambi,Madhavan,3,3,1
28-Apr-06,English,movie,Arsenic and Old Lace,"Frank Capra, Cary Grant",4,4,2
27-Apr-06,English,movie,I Was A Male War Bride,Cary Grant,3,3,2
26-Apr-06,English,movie,Revenge of the Sith,George Lucas,4,4,2
26-Apr-06,English,fiction,The Arctic Incident,Eoin Colfer,3,3,1
25-Apr-06,English,fiction,Artemis Fowl,Eoin Colfer,4,4,2
25-Apr-06,English,movie,Return of the Jedi,"George Lucas, Harrison Ford",4,4,2
24-Apr-06,Tamil,movie,Azhagai Irukkirai Bayamai Irukkiradhu,Bharath,3,4,2
23-Apr-06,English,movie,Mr. Smith Goes to Washington,James Stewart,4,4,2
23-Apr-06,Tamil,movie,Thiruppachi,"Vijay, Trisha",2,2,1
23-Apr-06,Japanese,video,How to tie a bandage,,3,3,2
22-Apr-06,English,movie,Rope,"Alfred Hitchcock, James Stewart",4,4,1
21-Apr-06,English,movie,To Kill a Mockingbird,Gregory Peck,5,5,2
20-Apr-06,English,movie,The Man Who Knew Too Much,"Alfred Hitchcock, James Stewart",4,4,2
20-Apr-06,English,movie,The Philadelphia Story,"Cary Grant, James Stewart, Catherine Hepburn",4,4,2
19-Apr-06,English,movie,Bringing up Baby,"Cary Grant, Katherine Hepburn",3,4,2
19-Apr-06,English,video,The Da Vinci Code - Fact or Fiction,,3,4,1
18-Apr-06,Tamil,movie,Anjali,"Mani Rathnam, Revathi, Raghuvaran",4,5,2
18-Apr-06,Tamil,movie,Roja Kootam,Srikanth,3,3,1
17-Apr-06,English,video,The pleasure of finding things out,Richard Feynman,3,3,1
16-Apr-06,English,non-fiction,The Search,John Battelle,4,3,2
16-Apr-06,Tamil,movie,Ullathai Allitha,"Karthik, Rambha",3,2,3
15-Apr-06,English,movie,Chocolat,"Juliette Binoche, Johnny Depp",4,4,2
15-Apr-06,English,movie,Harry Potter and the Chamber of Secrets,Chris Columbus,3,3,2
15-Apr-06,English,movie,Michael,John Travolta,1,2,1
15-Apr-06,English,video,Amazing Juggling Finale,,5,5,2
15-Apr-06,English,video,The Da Vinci Code trailer,"Ron Howard, Tom Hanks",3,3,1
14-Apr-06,English,movie,Jungle 2 Jungle,Tim Allen,2,3,1
14-Apr-06,English,movie,Mister Roberts,"Henry Fonda, Jack Lemmon",4,5,1
14-Apr-06,English,movie,Blackbeard's Ghost,"Peter Ustinov, Dean Jones",3,3,2
13-Apr-06,Tamil,movie,Iruvar,"Mohan Lal, Prakash Raj, Aishwarya Rai",2,3,1
12-Apr-06,English,video,No Exit,Anand Alagappan,3,3,2
11-Apr-06,Tamil,movie,Bose,"Srikanth, Sneha",3,3,2
10-Apr-06,English,movie,The Empire Strikes Back,"George Lucas, Harrison Ford",3,3,2
09-Apr-06,Tamil,movie,Vasool Raja MBBS,"Kamal Hassan, Sneha, Prakash Raj, Prabhu",4,3,3
09-Apr-06,English,fiction,Counter-clock World,Philip K Dick,3,3,1
08-Apr-06,English,non-fiction,The Truth About Markets,John Kay,2,2,1
08-Apr-06,English,movie,Star Wars: A New Hope,"George Lucas, Harrison Ford",4,4,2
08-Apr-06,English,movie,Raiders of the Lost Ark,"Steven Spielberg, Harrison Ford",3,3,2
06-Apr-06,English,movie,The Matrix,"Keanu Reeves, Carrie-Anne Moss, Laurence Fishburne",5,4,3
04-Apr-06,Tamil,movie,Gilli,"Vijay, Trisha, Prakash Raj",4,4,3
03-Apr-06,English,movie,Shrek 2,"Mike Myers, Eddie Murphy, Antonio Banderas, Cameron Diaz",5,4,3
02-Apr-06,Tamil,movie,Pammal K Sammandham,"Kamal Hassan, Simran, Abbas, Sneha",3,3,3
02-Apr-06,English,movie,2001: A Space Odyssey,Stanley Kubrick,3,4,1
02-Apr-06,English,movie,Don't Say A Word,Michael Douglas,3,3,2
01-Apr-06,Tamil,movie,Pattiyal,"Arya, Bharath",3,3,1
31-Mar-06,English,movie,Golden Eye,Pierce Brosnan,3,3,2
31-Mar-06,English,fiction,Time Out of Joint,Philip K Dick,4,4,2
30-Mar-06,Hindi,movie,Dil Chahta Hai,"Aamir Khan, Saif Ali Khan, Akshay Khanna",4,3,3
29-Mar-06,Tamil,movie,Mercury Pookkal,"Srikanth, Meera Jasmine",3,3,2
29-Mar-06,English,fiction,Do Androids Dream of Electric Sheep?,Philip K Dick,3,4,1
28-Mar-06,Tamil,movie,Mumbai Express,Kamal Hassan,4,3,3
27-Mar-06,Tamil,movie,Ayudha Ezhuthu,"Mani Rathnam, Madhavan, Surya, Siddharth",4,4,2
26-Mar-06,English,movie,Masterminds,Patrick Stewart,3,2,2
26-Mar-06,English,movie,Three Days of the Condor,Robert Redford,3,3,2
25-Mar-06,English,movie,Ice Age,"Ray Romano, John Leguizamo, Dennis Leary",3,3,3
23-Mar-06,English,movie,Cinderella Man,Russel Crowe,4,4,1
21-Mar-06,English,fiction,A Case of Need,Michael Crichton,3,3,1
19-Mar-06,English,movie,The Bourne Supremacy,Matt Damon,3,3,2
18-Mar-06,Hindi,movie,Anupama,"Dharmendra, Sharmila Tagore",3,4,2
17-Mar-06,English,fiction,The Birth of the Mind,Gary Marcus,3,4,1
15-Mar-06,English,movie,Kingdom of Heaven,"Ridley Scott, Orlando Bloom",3,3,2
14-Mar-06,English,fiction,"Not a Penny More, Not a Penny Less",Jeffrey Archer,4,4,3
13-Mar-06,Tamil,movie,Arindhum Ariyamalum,"Prakash Raj, Arya, Navdeep",4,4,3
12-Mar-06,English,fiction,State of Fear,Michael Crichton,4,4,2
10-Mar-06,Hindi,movie,Rang De Basanti,"Aamir Khan, Siddharth, Madhavan",4,5,2
07-Mar-06,English,fiction,Shall We Tell The President,Jeffrey Archer,4,4,3
02-Mar-06,Tamil,movie,Sandai Kozhi,"Vishal, Meera Jasmine",3,3,2
28-Feb-06,English,fiction,Eldest,Christopher Paolini,4,4,2
26-Feb-06,English,fiction,Eragon,Christopher Paolini,4,4,2
25-Feb-06,Tamil,movie,Saravana,"Silambarasan, Jyothika, Prakash Raj",3,3,3
24-Feb-06,Tamil,movie,Oru Naal Oru Kanavu,"Srikanth, Sonia Agarwal",3,3,2
23-Feb-06,English,fiction,Five People You Meet in Heaven,Mitch Albom,3,3,2
22-Feb-06,Tamil,movie,Kanda Naal Mudhal,"Prasanna, Laila",4,4,3
21-Feb-06,Tamil,movie,Vaseegara,"Vijay, Sneha",3,3,3
18-Feb-06,English,fiction,The Caves of Steel,Isaac Asimov,4,4,2
16-Feb-06,English,fiction,The Naked Sun,Isaac Asimov,4,4,2
15-Feb-06,Tamil,movie,Minsara Kanavu,"Kajol, Prabhu Deva, Arvind Swamy",4,4,3
14-Feb-06,Tamil,movie,Magalir Mattum,"Kamal Hassan, Revathi, Urvashi, Rohini",4,4,2
12-Feb-06,Tamil,movie,Alaipayudhe,"Mani Rathnam, Madhavan, Shalini",4,4,3
11-Feb-06,English,movie,The Magnificent Seven,"Yul Brynner, Steve McQueen, Eli Wallach",4,4,2
10-Feb-06,English,video,The Shining trailer spoof,,3,3,1
10-Feb-06,English,video,Multi-input touch screen,,4,4,2
10-Feb-06,Japanese,video,Shirt folding,,4,4,2
08-Feb-06,Tamil,movie,Porkkaalam,"Cheran, Murali, Meena",2,2,1
06-Feb-06,English,movie,Training Day,"Denzel Washington, Ben Affleck",4,4,1
04-Feb-06,English,movie,Sweet November,"Keanu Reeves, Charlize Theron",4,4,1
04-Feb-06,English,movie,The Fugitive,"Harrison Ford, Tommy Lee Jones",4,4,2
03-Feb-06,Tamil,movie,Bala,"Shaam, Meera Jasmine",1,1,1
02-Feb-06,English,movie,The Truman Show,Jim Carrey,4,4,2
30-Jan-06,English,non-fiction,A Short History of Nearly Everything,Bill Bryson,4,4,2
29-Jan-06,Tamil,movie,Kanda Naal Mudhal,"Prasanna, Laila",4,4,3
29-Jan-06,English,movie,The Wedding Crashers,,3,3,1
28-Jan-06,English,movie,About a Boy,Hugh Grant,4,4,2
27-Jan-06,Tamil,movie,Saravana,"Silambarasan, Jyothika, Prakash Raj",3,3,3
25-Jan-06,Tamil,movie,Aathi,"Vijay, Trisha, Prakash Raj",2,2,1
25-Jan-06,English,fiction,The Belgariad,David Eddings,4,4,3
24-Jan-06,English,movie,That Thing You Do,Tom Hanks,4,4,3
24-Jan-06,Tamil,movie,Paramasivan,"Ajit, Prakash Raj, Jayaram",3,3,2
23-Jan-06,Tamil,movie,Kannathil Muthamittal,"Mani Rathnam, Madhavan, Simran",4,4,1
22-Jan-06,English,movie,Apocalypse Now,"Martin Sheen, Marlon Brando",2,3,1
22-Jan-06,English,movie,The Hitchhiker's Guide to the Galaxy,Garth Jennings,2,2,1
19-Jan-06,English,movie,The Princess Diaries 2,"Anne Hathaway, Julie Andrews",3,3,2
19-Jan-06,English,movie,American History X,Edward Norton,4,5,1
19-Jan-06,English,movie,Me. Myself and Irene,"Jim Carrey, Rene Zelleweger",3,3,1
18-Jan-06,Hindi,movie,Munnabhai MBBS 1,Sanjay Dutt,3,3,3
18-Jan-06,Hindi,movie,Munnabhai MBBS 2,Sanjay Dutt,3,3,3
18-Jan-06,English,video,Funny cats,,3,3,3
18-Jan-06,English,video,Indian Help Desk,Conan O Brian,4,4,3
18-Jan-06,English,video,Worst Job Ever,,3,3,2
17-Jan-06,English,video,Visa priceless video,,3,3,2
17-Jan-06,English,video,What old people do for fun,,3,3,3
16-Jan-06,English,movie,Some Like It Hot,"Billy Wilder, Marilyn Monroe, Tony Curtis, Jack Lemmon",3,3,2
15-Jan-06,English,fiction,Ender's Game,Orson Scott Card,4,4,2
15-Jan-06,Tamil,movie,Thamizhan,"Vijay, Priyanka Chopra, Vivek",3,3,1
14-Jan-06,English,movie,Dead Poets Society,Robin Williams,4,5,1
13-Jan-06,Hindi,movie,Rangeela,"Ram Gopal Verma, Aamir Khan, Urmila",4,4,2
10-Jan-06,Tamil,movie,Vetrivel Shaktivel,"Sathyaraj, Sibiraj",2,2,1
09-Jan-06,Tamil,movie,Sandai Kozhi,"Vishal, Meera Jasmine",3,3,2
08-Jan-06,Tamil,movie,Aanai,"Arjun, Namitha",2,2,1
06-Jan-06,Tamil,movie,Chandramukhi,Rajnikanth,3,3,3
05-Jan-06,Tamil,movie,Vaseegara,"Vijay, Sneha",3,3,3
05-Jan-06,Tamil,movie,Moondru Mudichu,"K Balachandar, Rajnikanth, Sridevi, Kamal Hassan",5,5,2
04-Jan-06,English,fiction,A Storm of Swords,George R R Martin,3,3,1
02-Jan-06,English,movie,Gandhi,"Richard Attenborough, Ben Kingsley",4,4,2
02-Jan-06,English,movie,The Maltese Falcon,Humphrey Bogart,3,4,1
29-Dec-05,English,movie,Goodfellas,"Martin Scorcese, Robert De Niro, Ray Liotta",3,3,1
28-Dec-05,Tamil,movie,Aaru,"Surya, Trisha",3,3,2
27-Dec-05,Tamil,movie,Thavamai Thavamirundhu,"Cheran, Raj Kiran",4,4,1
25-Dec-05,Tamil,movie,Azhagiya Theeye,"Prakash Raj, Prasanna, Navya Nair",5,4,3
22-Dec-05,English,movie,The Apartment,"Billy Wilder, Jack Lemmon, Shirley Maclaine",3,3,1
18-Dec-05,Tamil,movie,Arindhum Ariyamalum,"Prakash Raj, Arya, Navdeep",4,4,3
17-Dec-05,Tamil,movie,Anniyan,"Vikram, Sada",3,3,2
17-Dec-05,English,movie,North by Northwest,"Alfred Hitchcock, Cary Grant",4,4,2
15-Dec-05,Tamil,movie,ABCD,"Shaam, Sneha",1,2,1
14-Dec-05,Tamil,movie,Kanda Naal Mudhal,"Prasanna, Laila",4,4,3
13-Dec-05,English,movie,Rear Window,"Alfred Hitchcock, James Stewart",4,4,2
13-Dec-05,English,fiction,The Amber Spyglass,Philip Pullman,3,3,1
12-Dec-05,English,fiction,The Subtle Knife,Philip Pullman,4,4,2
12-Dec-05,English,fiction,The Northern Lights,Philip Pullman,4,4,2
11-Dec-05,English,movie,Vertigo,"Alfred Hitchcock, James Stewart",4,4,1
10-Dec-05,Tamil,movie,Run,"Madhavan, Meera Jasmine",3,3,2
09-Dec-05,Tamil,movie,Raja Parvai,"Kamal Hassan, Madhavi",5,4,3
04-Dec-05,Tamil,movie,Samudhram,"KS Ravikumar, Sarath Kumar",3,3,1
03-Dec-05,Tamil,movie,Server Sundaram,Nagesh,4,4,2
03-Dec-05,English,movie,Witness for the Prosecution,Agatha Christie,4,5,2
01-Dec-05,English,movie,What Dreams May Come,Robin Williams,3,3,1
30-Nov-05,English,fiction,A Clash of Kings,George R R Martin,3,3,1
29-Nov-05,Tamil,movie,Bambara Kannaley,Srikanth,3,3,1
28-Nov-05,English,movie,C'era una volta il West,"Henry Fonda, Charles Bronson",2,2,1
28-Nov-05,English,movie,The Towering Inferno,"Steve McQueen, Paul Newman",4,3,2
25-Nov-05,English,fiction,A Game of Thrones,George R R Martin,3,3,1
23-Nov-05,Tamil,movie,Gilli,"Vijay, Trisha, Prakash Raj",4,4,3
22-Nov-05,English,movie,Harry Potter and the Goblet of Fire,Mike Newell,4,4,2
20-Nov-05,Tamil,movie,Julie Ganapathy,"Balu Mahendra, Saritha, Jayaram",4,4,1
20-Nov-05,Tamil,movie,Jayam,"Jayam Ravi, Sadha",3,2,2
19-Nov-05,English,movie,"Buono, il brutto, il cattivo, Il",Clint Eastwood,3,3,2
17-Nov-05,Tamil,movie,Chinna,"Arjun, Sneha",2,3,1
16-Nov-05,English,movie,Mr & Mrs Smith,"Brad Pitt, Angelina Jolie",3,3,1
15-Nov-05,English,movie,Notting Hill,"Hugh Grant, Julia Roberts",5,4,3
14-Nov-05,English,movie,Die Hard,Bruce Willis,4,3,3
13-Nov-05,English,movie,12 Angry Men,Henry Fonda,4,5,2
13-Nov-05,English,movie,The Notebook,"Ryan Gosling, James Garner",4,4,1
12-Nov-05,English,movie,The Pianist,Roman Polanski,4,5,1
12-Nov-05,Tamil,movie,Sivakasi,"Vijay, Asin",3,2,2
10-Nov-05,Tamil,movie,Maja,"Vikram, Asin",3,2,2
09-Nov-05,English,movie,National Treasure,Nicholas Cage,3,2,2
09-Nov-05,English,fiction,The Golem's Eye,Jonathan Stroud,3,3,1
07-Nov-05,Tamil,movie,Englishkaran,Sathyaraj,2,2,1
06-Nov-05,English,fiction,The Amulet of Samarkand,Jonathan Stroud,4,4,2
05-Nov-05,Tamil,movie,6'2,Sathyaraj,2,2,1
03-Nov-05,Tamil,movie,Anbe Sivam,Kamal Hassan,5,5,3
03-Nov-05,English,movie,Sliding Doors,Gwyneth Paltrow,3,4,2
30-Oct-05,English,movie,Lost in Translation,Bill Murray,2,2,1
29-Oct-05,Tamil,movie,Thenali,Kamal Hassan,4,3,3
29-Oct-05,English,movie,Serenity,"Nathan Fillon, Summer Glau",3,4,2
29-Oct-05,English,movie,High Fidelity,John Cusack,3,4,1
29-Oct-05,Tamil,movie,Daas,Jayam Ravi,1,1,1
26-Oct-05,Tamil,movie,Thotti Jaya,Silambarasan,3,3,2
25-Oct-05,English,movie,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp,5,4,3
25-Oct-05,Tamil,movie,Ponniyin Selvan,"AM Rathnam, Revathi, Prakash Raj",4,5,2
25-Oct-05,English,fiction,The Partner,John Grisham,3,3,2
23-Oct-05,Tamil,movie,Alai,"Silambarasan, Trisha, Vivek",2,2,1
22-Oct-05,Tamil,movie,Kundakka Mandakka,"Parthiban, Vadivelu",1,1,1
19-Oct-05,Tamil,movie,Oru Naal Oru Kanavu,"Srikanth, Sonia Agarwal",3,3,2
17-Oct-05,English,script,Event Horizon,Philip Eisner,1,1,1
16-Oct-05,English,movie,Groundhog Day,"Bill Murray, Annie MacDowell",5,4,3
16-Oct-05,English,movie,My Man Godfrey,"William Powell, Carole Lombard",3,4,1
16-Oct-05,English,movie,Shallow Hal,"Gwyneth Paltrow, Jack Black",3,3,2
15-Oct-05,Tamil,movie,Saamy,"Vikram, Trisha",4,4,3
15-Oct-05,Tamil,movie,Mazhai,"Jayam Ravi, Shriya",2,3,1
13-Oct-05,English,fiction,The Fist of God,Frederick Forsyth,4,4,2
13-Oct-05,Tamil,movie,Sindhu Bhairavi,"K Balachandar, Sivakumar, Suhasini",4,4,3
13-Oct-05,Tamil,movie,Ghajini,"Surya, Asin, Nayantara",2,2,2
12-Oct-05,English,movie,Charade,"Cary Grant, Audrey Hepburn",4,4,3
06-Oct-05,Tamil,movie,Thillu Mullu,"K Balachandar, Rajnikanth",5,4,3
06-Oct-05,English,script,Highlander,Gregory Widen,4,4,3
06-Oct-05,Tamil,movie,Bale Pandiya,"Sivaji, M R Radha",3,3,2
05-Oct-05,English,script,Double Indemnity,"Billy Wilder, Raymond Chandler",3,5,1
04-Oct-05,English,script,It Happened One Night,"Samuel Hopkins Adams, Robert Riskin",4,4,2
03-Oct-05,English,script,Pirates of the Caribbean,"Ted Elliot, Terry Rossio",5,4,3
03-Oct-05,Tamil,movie,Anbe Aaruyire,SJ Surya,1,1,1
02-Oct-05,Tamil,movie,Simla Special,"Kamal, Sripriya, SV Shekar",4,3,2
02-Oct-05,Tamil,movie,Ullam Ketkume,"Shaam, Asin, Arya, Laila",3,3,1
02-Oct-05,Tamil,movie,Chinna Veedu,Bhagyaraj,3,2,2
02-Oct-05,English,script,Mr Smith Goes to Washington,Lewis R. Foster,3,4,2
01-Oct-05,English,script,The Butterfly Effect,"J. Mackye Gruber, Eric Bress",4,5,2
27-Sep-05,Hindi,movie,Salaam Namaste,"Saif Ali Khan, Preity Zinta",3,3,2
25-Sep-05,Tamil,movie,Mudhalvan,"Shankar, Arjun",4,3,3
24-Sep-05,Tamil,movie,Amaidhi Padai,Sathyaraj,1,1,1
22-Sep-05,Tamil,movie,Thaikku oru Thaalaattu,"Sivaji Ganesan, Pandiarajan",1,1,1
18-Sep-05,English,movie,Batman Begins,"Christopher Nolan, Christian Bale, Michael Caine, Liam Neeson",4,5,2
18-Sep-05,Tamil,movie,Kudumbam oru Kadambam,Visu,3,3,2
18-Sep-05,English,non-fiction,Getting Things Done,David Allen,2,2,1
17-Sep-05,Tamil,movie,Noothukku Nooru,"K Balachandar, Jaishankar",4,4,1
17-Sep-05,Tamil,movie,Vaseegara,"Vijay, Sneha",3,3,3
17-Sep-05,English,movie,Fantastic Four,"Ioan Gruffudd, Jessica Alba",2,3,1
16-Sep-05,English,movie,Monty Python and the Holy Grail,"Graham Chapman, John Cleese",3,3,2
12-Sep-05,Tamil,movie,Thiruvilaiyaadal,"Sivaji Ganesan, Nagesh",4,3,3
10-Sep-05,English,movie,Star Trek 3: The Search for Spock,"William Shatner, Leonard Nimoy",3,3,2
10-Sep-05,English,movie,Star Trek 4: The Voyage Home,"William Shatner, Leonard Nimoy",3,3,2
09-Sep-05,Tamil,movie,Azhagiya Theeye,"Prakash Raj, Prasanna, Navya Nair",5,4,3
06-Sep-05,English,non-fiction,The World is Flat,Tom Friedman,4,4,2
06-Sep-05,English,movie,Star Trek 2: The Wrath of Khan,"William Shatner, Leonard Nimoy, Ricardo Montalban",3,3,2
04-Sep-05,Tamil,movie,Dhalapathi,"Mani Rathnam, Rajnikanth, Mammooty",4,3,2
03-Sep-05,Tamil,movie,Manadhil Urudhi Vendum,"K Balachandar, Suhasini",4,4,2
03-Sep-05,Hindi,movie,Main Hoon Na,Shah Rukh Khan,2,2,2
02-Sep-05,Tamil,movie,Sollathaan Ninaikkiren,"K Balachandar, Sivakumar, Kamal",3,3,1
02-Sep-05,Hindi,movie,Blackmail,"Ajay Devgan, Sunil Shetty",2,2,1
29-Aug-05,Tamil,movie,Thaka Dhimi Tha,Vivek,1,1,1
26-Aug-05,Tamil,movie,Edhiri,"Madhavan, Sada",3,2,2
21-Aug-05,Tamil,movie,Pudhiya Geethai,"Vijay, Meera Jasmine, Amisha Patel, Kalabhavan Mani",3,4,2
20-Aug-05,Tamil,movie,Ninaithale inikkum,"K Balachandar, Kamal Hassan, Rajnikanth",4,4,2
20-Aug-05,English,fiction,The Runaway Jury,John Grisham,3,3,2
14-Aug-05,Tamil,movie,Kanaa Kanden,Srikanth,4,4,2
14-Aug-05,Tamil,movie,Arindhum Ariyamalum,"Prakash Raj, Arya, Navdeep",4,4,3
14-Aug-05,Tamil,movie,Kadhala Kadhala,"Kamal Hassan, Prabhu Deva",3,3,3
13-Aug-05,English,movie,Splash,"Tom Hanks, John Candy",3,3,2
11-Aug-05,Tamil,movie,Priyasakhi,"Madhavan, Sada",2,2,1
09-Aug-05,Tamil,movie,12B,"Shaam, Jyothika, Simran, Vivek",3,3,2
06-Aug-05,Hindi,movie,Bunty aur Babli,"Amitabh, Abhishek, Rani",3,3,2
06-Aug-05,Tamil,movie,Laysa Laysa,"Shaam, Trisha, Vivek",3,3,2
06-Aug-05,English,non-fiction,Faster,James Gleick,1,2,1
04-Aug-05,English,non-fiction,Freakonomics,Steven Levitt,4,5,2
03-Aug-05,Tamil,movie,Hey Nee Romba Azhaga Irukka,"Shaam, Sneha, Vivek",3,3,2
01-Aug-05,Tamil,movie,Michael Madana Kamarajan,"Kamal Hassan, Singeetam Srinivasa Rao",5,4,3
31-Jul-05,Tamil,movie,Sathi Leelavathi,"Kamal Hassan, Balu Mahendra",5,4,3
30-Jul-05,English,movie,Star Trek: First Contact,Patrick Stewart,3,3,2
29-Jul-05,English,movie,Star Trek: Nemesis,Patrick Stewart,3,3,2
25-Jul-05,Tamil,movie,Bose,"Srikanth, Sneha",3,3,2
24-Jul-05,English,movie,Paycheck,"Ben Affleck, Uma Thurman",4,4,3
24-Jul-05,English,movie,Payback,Mel Gibson,3,2,2
23-Jul-05,English,movie,On Her Majesty's Secret Service,George Lazenby,1,2,1
23-Jul-05,English,movie,You Only Live Twice,Sean Connory,1,2,1
21-Jul-05,English,fiction,The Teeth of the Tiger,Tom Clancy,2,3,1
18-Jul-05,English,movie,Groundhog Day,"Bill Murray, Annie MacDowell",5,4,3
13-Jul-05,English,movie,Eternal Sunshine of the Spotless Mind,"Jim Carrey, Kate Winslet",3,4,2
07-Jul-05,English,non-fiction,The Ambidextrous Universe,Martin Gardner,2,3,1
27-Jun-05,English,non-fiction,The Complete Spielberg,Ian Freer,2,2,1
20-Jun-05,English,movie,Saving Private Ryan,,3,4,1
18-Jun-05,English,non-fiction,The Googlewhack Adventure,Dave Gorman,3,3,2
,English,movie,The Shawshank Redemption,"Tim Robbins, Morgan Freeman",5,5,2
,Hindi,movie,Lagaan,Aamir Khan,4,4,3
,English,movie,Pulp Fiction,"Quentin Tarantino, John Travolta, Bruce Willis",3,4,1
,English,movie,Erin Brockovich,Julia Roberts,3,3,1
,English,movie,Terminator 2: Judgment Day,Arnold Schwarzenneger,3,3,2
,English,movie,Above Suspicion,Christopher Reeves,3,4,2
,English,movie,The Longest Day,,3,4,2
,English,movie,When Harry Met Sally...,"Billy Crystal, Meg Ryan",5,5,2
,English,movie,Beauty and the Beast,,4,4,2
,English,movie,The Godfather,,4,4,2
,English,movie,The Godfather: Part II,,3,3,1
,English,movie,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,5,5,2
,English,movie,The Lord of the Rings: The Two Towers,Peter Jackson,5,5,2
,English,movie,The Lord of the Rings: The Return of the King,Peter Jackson,5,5,2
,English,movie,Casablanca,,3,3,1
,English,movie,Schindler's List,,4,4,1
,English,movie,Star Wars,,4,4,2
,English,movie,Star Wars: Episode V - The Empire Strikes Back,,4,4,2
,English,movie,Star Wars: Episode VI - Return of the Jedi,,4,4,2
,English,movie,One Flew Over the Cuckoo's Nest,,4,4,1
,English,movie,The Usual Suspects,,4,4,1
,English,movie,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,,3,3,1
,English,movie,Citizen Kane,,4,4,1
,English,movie,Memento,,5,5,2
,English,movie,The Silence of the Lambs,,5,5,2
,English,movie,Lawrence of Arabia,,4,4,2
,English,movie,It's a Wonderful Life,,4,4,3
,English,movie,American Beauty,,4,5,2
,English,movie,Se7en,,4,5,2
,English,movie,L.A. Confidential,,4,4,2
,English,movie,A Clockwork Orange,,3,5,1
,English,movie,Reservoir Dogs,,3,5,1
,English,movie,The Great Escape,,4,4,2
,English,movie,Million Dollar Baby,,4,5,2
,English,movie,Amadeus,,5,5,2
,English,movie,Forrest Gump,,4,4,2
,English,movie,Braveheart,,4,5,2
,English,movie,The Incredibles,,4,4,2
,English,movie,Blade Runner,,3,4,1
,English,movie,Finding Nemo,Andrew Stanton,4,4,2
,English,movie,The Sixth Sense,,4,4,2
,English,movie,Indiana Jones and the Last Crusade,,3,3,2
,English,movie,Back to the Future,,3,3,2
,English,movie,The Princess Bride,,5,5,3
,English,movie,The Green Mile,,3,4,2
,English,movie,Gladiator,,3,4,2
,English,movie,Toy Story 2,,3,4,2
,English,movie,The Day the Earth Stood Still,,3,3,1
,English,movie,Toy Story,,3,4,2
,English,movie,The Big Lebowski,,2,2,1
,English,movie,Shrek,"Mike Myers, Eddie Murphy, Cameron Diaz",4,4,2
,English,movie,Twelve Monkeys,,3,3,1
,English,movie,The Hustler,,3,3,1
,English,movie,The Terminator,,3,3,2
,English,movie,"Lock, Stock and Two Smoking Barrels",,3,3,1
,English,movie,"Monsters, Inc.",,3,3,2
,English,movie,Roman Holiday,"Gregory Peck, Audrey Hepburn",5,5,3
,English,movie,Planet of the Apes,,3,3,1
,English,movie,All the President's Men,,4,4,1
,English,movie,An Affair to Remember,"Cary Grant, Deborah Kerr",4,4,2
,English,movie,The Bishop's Wife,,3,3,1
,English,movie,My Fair Lady,,3,3,2
,English,movie,The Wizard of Oz,,2,3,1
,English,movie,Jaws,,3,3,1
,English,movie,The Insider,,3,3,1
,English,movie,The Devil's Advocate,,5,5,2
,English,movie,Scent of a Woman,,5,5,1
,English,movie,Dick Tracy,,3,4,1
,English,movie,Nick of Time,,3,3,2
,Chinese,movie,Wo hu cang long,,3,3,2
,English,movie,Snow White And The Seven Dwarfs,,3,4,2
,English,movie,Pinocchio,,3,3,2
,English,movie,Dumbo,,4,4,2
,English,movie,Bambi,,4,4,2
,English,movie,Cinderella,,4,4,2
,English,movie,Alice In Wonderland,,3,3,2
,English,movie,Lady And The Tramp,,3,3,2
,English,movie,Sleeping Beauty,,4,4,2
,English,movie,One Hundred And One Dalmatians,,4,4,2
,English,movie,Mary Poppins,,3,3,2
